age,income,credit_score,loan_amount,monthly_spend,experience_years,employment_type,education_level,region,risk_tolerance,financial_capacity_index,household_cashflow_score,behavior_score,loan_default
32.15449539,9884.380457,738.9246542,24563.89865,5491.956344,8,salaried,bachelor,south,medium,9.884380457,15.68368337,41.29225591,1
30.89127291,29484.55287,606.4145979,20813.78567,2179.091907,7,salaried,master,north,medium,29.48455287,27.89147394,61.35531905,0
27.63211076,8704.693193,502.7761479,31984.09416,661.1517559,1,self_employed,bachelor,south,medium,8.704693193,8.590832097,51.29208886,1
38.58225954,42176.33802,664.1025795,17497.30822,4418.710734,28,salaried,high_school,north,medium,42.17633802,39.30339313,45.20926556,0
28.0285986,16602.77633,670.0769712,28247.35471,1206.097351,22,salaried,high_school,north,low,16.60277633,25.34542558,53.42822914,0
,20823.10126,689.4894391,17695.49761,1380.618709,5,salaried,high_school,north,high,20.82310126,22.12666789,48.95037202,0
37.39714269,48799.62896,,23448.18366,2981.492099,20,salaried,bachelor,south,low,48.79962896,47.74502155,65.49956854,0
35.13262344,10175.13073,724.6324069,19091.49948,2762.524178,21,student,bachelor,south,medium,10.17513073,17.0757587,46.43913994,0
27.10923606,9525.513306,698.1138864,19553.18254,963.2755567,8,salaried,high_school,east,high,9.525513306,14.11360781,54.46385075,0
31.07874403,15519.31109,763.6871972,16980.90786,3402.933904,33,salaried,bachelor,west,medium,15.51931109,10.16758856,60.86966511,0
47.06469471,41069.75784,573.6721153,30758.83225,6456.945994,25,salaried,bachelor,west,medium,41.06975784,43.56127914,56.55927424,0
44.01100625,8851.943821,715.320727,14136.5917,1208.731503,0,self_employed,bachelor,east,low,8.851943821,10.13046796,55.42182697,0
26.26933706,4026.716832,723.8576854,14078.14198,8250.150031,4,salaried,high_school,north,high,4.026716832,-3.253148298,44.9321397,1
39.19198767,16802.86497,593.23064,36967.94853,855.6516479,21,self_employed,bachelor,west,low,16.80286497,21.27442337,51.16942953,1
47.01664548,30670.12951,574.7990574,27822.78052,16217.71294,3,salaried,high_school,east,medium,30.67012951,31.13833633,54.61395788,0
18,45259.0102,627.7840511,1000,2145.207698,1,student,master,north,low,45.2590102,56.91988169,51.69506483,0
44.52032231,16682.29377,633.692099,15477.93009,3349.256291,15,unemployed,master,east,low,16.68229377,24.06477535,64.81837734,1
30.04851489,17208.24719,732.7393624,5504.0853,656.1393184,15,unemployed,high_school,south,low,17.20824719,18.66294355,48.34212184,0
44.84718402,44017.40666,636.9822851,12394.47445,2836.400639,21,salaried,high_school,south,low,44.01740666,44.46076407,50.33421192,0
28.84089012,7173.543189,,1000,3578.81043,0,self_employed,high_school,north,high,7.173543189,-2.906493872,75.83133115,0
18,17446.38137,637.1856384,18904.08338,2782.403264,14,salaried,bachelor,north,high,17.44638137,22.00700403,58.30255822,0
18.46949075,24692.48768,758.3042634,10864.46545,1899.859354,23,student,master,south,medium,24.69248768,24.84442297,40.31864526,0
38.57701936,28840.36458,680.9130362,20479.24205,1397.930748,3,salaried,high_school,west,low,28.84036458,27.08003373,54.97956397,0
41.11667002,16221.87606,667.4524282,6999.029929,7364.46213,17,student,master,west,low,16.22187606,16.65386582,57.93074372,0
27.1482005,22486.36955,672.2996151,20663.29483,3055.338624,16,,bachelor,south,medium,22.48636955,30.7004501,41.98805728,0
45.66310951,4949.310673,770.4442234,16680.66978,10225.11166,6,unemployed,master,west,low,4.949310673,11.87153106,46.99008938,0
18.06175925,14839.54644,627.5579791,32015.62372,1956.307636,9,self_employed,bachelor,south,medium,14.83954644,21.94578363,38.08704709,0
,28914.69515,772.0855804,31290.85489,2105.196825,0,salaried,bachelor,east,low,28.91469515,24.30182446,52.93662461,0
23.4678056,12217.48718,694.7347409,26282.76482,5724.299115,1,unemployed,bachelor,east,medium,12.21748718,20.36005125,33.78375346,0
30.17796671,22819.9523,668.7706433,17387.08975,813.723014,21,salaried,master,east,high,22.8199523,20.82580221,42.11699265,1
38.56878406,28799.79363,850,35883.04316,1129.160045,31,unemployed,high_school,west,medium,28.79979363,33.10696098,36.16895871,0
27.67503962,17934.30215,606.1052357,7575.717777,7172.345285,28,student,master,east,high,17.93430215,21.43047808,53.28534864,0
33.38533347,24398.53242,655.2419968,8771.530963,1167.304889,34,unemployed,bachelor,north,medium,24.39853242,24.18181056,46.61287116,0
50.07551371,12361.72718,593.7298133,19329.7352,695.5891524,16,salaried,bachelor,north,medium,12.36172718,13.6800313,53.97206082,1
31.07729757,19458.38248,746.6723379,38032.30487,13290.72564,11,salaried,phd,east,medium,19.45838248,11.63153628,31.64712946,0
48.02830534,31765.29758,798.2432254,18381.28875,977.4487704,23,self_employed,master,north,low,31.76529758,32.69551714,42.18717783,0
24.44351774,24201.83599,796.8945947,18534.03805,3454.025076,29,unemployed,master,east,high,24.20183599,23.50872845,57.89841815,0
44.35765013,15492.03405,765.6764127,8464.717151,3150.34785,29,salaried,high_school,east,medium,15.49203405,26.78398322,38.49984399,0
55.29882345,25198.2504,666.1665673,27567.43668,314.661465,19,salaried,phd,south,medium,25.1982504,25.84673499,60.22615022,0
18,33818.58811,654.4331316,27625.41003,2407.023935,6,salaried,bachelor,east,medium,33.81858811,30.92187831,48.47765435,0
28.43725693,6438.399304,563.0181159,26312.60161,4267.274447,6,unemployed,bachelor,north,low,6.438399304,7.143102178,41.63221594,1
44.92486553,44154.24889,822.5111475,14966.23462,3957.815479,29,student,master,west,high,44.15424889,41.67804383,42.26932937,0
35.56345537,18002.16229,712.8284655,14346.34585,6141.452441,11,salaried,high_school,east,low,18.00216229,11.26773246,52.1430394,0
42.45375048,28432.66559,645.5630167,9655.021997,2186.389753,30,salaried,high_school,south,high,28.43266559,31.06148133,71.94787857,0
30.75217776,45177.21538,772.9639822,20670.98001,5271.148522,17,self_employed,bachelor,north,low,45.17721538,46.11921824,77.17793916,0
39.03907745,9672.052126,611.9064838,11356.74137,1717.348388,1,salaried,high_school,south,low,9.672052126,14.83137185,36.647331,0
36.13187318,14390.67057,708.4635424,10580.66796,964.5156583,32,self_employed,bachelor,east,medium,14.39067057,21.95854292,56.72695507,0
52.01338474,18524.89501,667.9159606,16610.47426,1055.550066,10,salaried,high_school,east,high,18.52489501,28.34204931,66.66649553,0
41.05305012,13763.12079,724.7073998,16086.7506,925.47918,33,self_employed,high_school,east,high,13.76312079,15.18700076,37.54764278,0
42.05123194,62377.62682,675.5498523,15696.17177,6685.316106,15,unemployed,bachelor,east,high,62.37762682,67.08287842,43.75336867,0
33.05747641,13173.16051,578.4350476,23731.55677,887.4402479,34,salaried,bachelor,north,low,13.17316051,14.84441921,52.90662384,1
32.14872531,15782.73551,685.2903461,20632.38242,3711.647297,32,salaried,high_school,west,low,15.78273551,4.502629334,50.40877041,0
32.80930175,24900.25738,753.4204899,17694.75176,2409.707488,20,student,high_school,east,medium,24.90025738,31.5782395,36.15528894,0
42.73342571,10707.61323,677.9548516,21464.10343,2745.946604,19,salaried,bachelor,south,medium,10.70761323,13.65084543,57.47779479,0
32.94818623,17371.59314,734.2580585,12067.78367,8874.04352,7,unemployed,master,north,medium,17.37159314,20.51527693,54.34562607,0
41.47729828,26648.06867,606.812936,20842.22899,2099.087712,25,salaried,master,north,medium,26.64806867,24.61815198,59.41373293,0
62.90480958,18038.86286,678.1617445,21204.81994,4862.369985,32,student,high_school,north,medium,18.03886286,15.18481024,55.33324902,0
48.45349644,20826.21658,636.2842681,7975.625125,3071.897356,25,salaried,bachelor,south,medium,20.82621658,20.90279228,55.27535078,0
34.08771761,16032.94157,732.2886588,27965.55003,2639.605823,29,salaried,high_school,west,high,16.03294157,19.14322582,50.28930075,0
52.41456707,8877.877743,682.2044094,12948.53036,18769.2524,30,salaried,bachelor,south,high,8.877877743,-0.706084662,62.08717298,0
33.10309552,26714.34395,728.3051573,20722.47839,940.9844396,32,unemployed,master,south,medium,26.71434395,28.25957904,36.72937608,0
18,63130.53482,756.1397298,29315.29392,8360.767168,10,unemployed,bachelor,south,medium,63.13053482,72.83560939,39.01826916,0
25.90296427,22271.00703,728.4133003,27405.41406,5039.818016,4,salaried,bachelor,east,medium,22.27100703,22.05974804,60.96647897,1
18,25214.0957,699.1182904,20274.66711,2031.195885,1,salaried,high_school,east,low,25.2140957,15.82057378,47.17094552,0
33.78183819,33377.3783,610.1251419,17100.00798,10975.87338,12,salaried,phd,south,low,33.3773783,33.10145768,40.92471587,0
38.22102055,10284.58758,,27580.09527,679.6051108,17,salaried,bachelor,south,low,10.28458758,11.96446874,58.4447108,1
58.11724775,61175.91192,642.6836719,25397.55982,1963.701858,25,student,bachelor,east,low,61.17591192,64.27986923,56.75428312,0
41.92312849,24869.49617,655.915523,15053.07984,1133.66864,24,salaried,bachelor,east,low,24.86949617,26.14057717,30.10805021,0
,58636.58742,653.7826094,13640.85082,4145.03608,13,student,high_school,west,high,58.63658742,69.49030515,56.8210799,0
47.95286697,14188.40276,611.4052098,3421.158546,1223.595236,4,self_employed,master,south,medium,14.18840276,15.17657664,43.69038002,0
18,65567.61331,,21232.25473,4215.195104,1,self_employed,high_school,north,low,65.56761331,67.83860617,54.90604324,0
40.8273747,35069.7178,633.2299866,19338.41804,2567.918345,3,student,bachelor,west,medium,35.0697178,32.92553702,49.21591031,0
47.25038233,30694.0484,693.5365616,29089.531,2031.473856,11,salaried,bachelor,north,medium,30.6940484,36.02956143,56.13984379,0
20.25696505,25346.975,585.6276068,22872.44075,4068.04491,10,salaried,high_school,west,low,25.346975,34.33930508,49.89034897,0
51.72504852,18975.09918,681.0977566,30673.83355,2404.513081,3,student,high_school,south,low,18.97509918,16.21398542,37.52710078,0
42.06195689,226331.7014,813.0187897,14421.08618,1247.743658,8,salaried,bachelor,north,high,45.26634028,45.62845684,33.90364395,0
33.01654503,23961.79394,751.6139589,29105.20265,28031.89903,9,salaried,high_school,east,medium,23.96179394,12.81675643,36.53456528,0
45.59338239,6766.628107,795.0479056,15768.66897,2018.815543,26,unemployed,high_school,west,medium,6.766628107,2.718922817,38.86717051,0
65.24831429,11267.61683,707.3789514,26220.76849,505.6843882,5,self_employed,high_school,north,medium,11.26761683,21.33958791,54.38382638,1
40.18239506,19702.33723,,8329.93286,1519.780276,14,salaried,master,west,low,19.70233723,18.61025459,59.60204918,0
,26529.14954,629.3224689,21881.08239,1081.580471,30,self_employed,master,south,medium,26.52914954,28.19465761,46.88718703,0
32.48766921,21291.15286,634.8961813,4122.496468,5772.82299,21,salaried,master,north,medium,21.29115286,18.07384833,41.03775603,0
27.80186757,45769.92403,488.2601856,17862.90011,3855.755044,5,unemployed,bachelor,north,medium,45.76992403,48.92441556,50.30488814,0
47.9640298,6831.768714,763.0301832,23522.83195,4100.93486,32,salaried,bachelor,north,low,6.831768714,6.095736133,30.26403268,1
,24008.24908,787.8226786,15832.25159,2217.159226,28,self_employed,high_school,west,high,24.00824908,26.54307028,56.1927619,0
38.85879485,7399.831175,641.2775928,11596.49897,2383.963702,20,student,high_school,east,low,7.399831175,8.070994311,49.28491429,0
32.26811064,34746.26549,662.2233806,26768.94775,2215.548136,29,salaried,master,east,medium,34.74626549,42.65791004,50.73718474,0
43.74775791,20812.82727,627.229652,19172.29768,2793.485708,20,student,master,east,medium,20.81282727,22.0715961,44.63371302,0
42.00394526,28332.53254,706.7857486,16083.43482,5815.411038,21,unemployed,master,south,medium,28.33253254,24.72764557,43.76137951,0
50.45047933,13117.07668,758.7452782,20335.16737,3900.501174,19,self_employed,bachelor,north,medium,13.11707668,10.19834122,33.50617417,0
31.87980321,47461.72895,558.0059618,41093.35314,4447.468175,21,salaried,master,east,low,47.46172895,39.06803232,58.67859198,0
34.76150078,41152.28769,708.6606971,29228.0228,4445.497773,10,self_employed,master,east,medium,41.15228769,42.60235024,37.39684167,0
26.25483541,31260.99964,,29300.58935,6048.429617,30,unemployed,high_school,north,low,31.26099964,31.56839171,42.79170231,0
32.66848088,20379.59944,687.9376074,23484.37055,3753.785338,12,salaried,high_school,south,low,20.37959944,28.35377592,40.52162062,1
42.52760592,31191.92016,712.1295801,21331.88218,3972.212241,17,self_employed,bachelor,west,low,31.19192016,25.95157708,58.32838736,0
47.0838634,14412.69161,666.8258293,1000,7715.950764,21,salaried,high_school,west,medium,14.41269161,11.21286201,44.1568412,0
26.93401611,36802.9541,,14568.15723,1751.036655,16,salaried,master,west,low,36.8029541,34.10333084,59.63405947,0
48.43527104,59259.92388,665.0287383,16155.40469,1503.281909,24,salaried,high_school,north,low,59.25992388,59.17721379,55.82930507,0
54.26765431,41871.73668,747.9221341,5000.863488,1154.315401,31,unemployed,bachelor,south,medium,41.87173668,36.40440571,40.55679165,0
,14217.63704,,10740.67368,3450.697456,14,self_employed,bachelor,north,high,14.21763704,13.10939859,48.988514,0
60.52154975,27360.35619,695.4408476,4153.308233,676.5553125,12,salaried,bachelor,west,medium,27.36035619,28.00108988,33.0342674,0
28.71452961,10138.7001,591.0333795,19693.40931,4314.441992,25,unemployed,high_school,east,high,10.1387001,10.58538029,53.99498986,1
23.06414356,31052.48718,653.499418,26550.12777,2731.60745,10,salaried,phd,east,medium,31.05248718,38.04038415,43.44597828,0
18,28864.33554,742.9068412,28854.19615,7388.734541,12,student,high_school,east,medium,28.86433554,29.29304584,39.43844594,0
55.95253174,7173.221937,682.6387601,23318.2757,1741.437415,32,salaried,master,west,medium,7.173221937,7.048906156,47.2623844,1
45.85238788,10970.11124,,12292.82927,2533.470477,0,unemployed,master,south,low,10.97011124,16.91520743,45.35947581,0
37.33298395,18585.12228,,4543.478732,7315.587807,26,self_employed,high_school,west,low,18.58512228,18.94557403,52.82657789,0
41.35962352,18388.56259,,5945.050405,9013.768471,31,self_employed,master,north,low,18.38856259,12.6772816,68.99919594,0
24.49413143,10660.64112,686.5210836,9848.139382,1730.002456,14,salaried,bachelor,south,low,10.66064112,5.486346084,63.22533956,0
67.34902376,27816.57201,644.2307581,12889.12242,3447.570248,30,salaried,bachelor,east,medium,27.81657201,23.03305131,38.06292828,0
39.55065418,25613.73898,501.2515283,18722.01202,3772.658416,5,salaried,bachelor,south,medium,25.61373898,20.03235168,65.35255149,0
39.31273754,19603.01227,668.2130554,11886.68625,4019.539909,24,unemployed,bachelor,south,low,19.60301227,29.98646429,50.46798141,0
46.70919949,13995.97546,657.1791253,22711.80715,2416.171333,17,salaried,high_school,west,high,13.99597546,8.914999195,24.56853977,0
43.77211078,41325.05592,707.3256336,18141.81198,8309.101161,21,self_employed,master,south,medium,41.32505592,41.94321547,47.72821139,0
40.68660829,59471.01131,669.2266341,20084.36569,657.3635494,30,salaried,bachelor,west,medium,59.47101131,60.935266,34.4194861,0
28.51430653,16479.34586,657.5730458,29122.00442,2128.336169,8,salaried,high_school,north,high,16.47934586,15.92478829,45.61921269,0
43.65762029,15255.5683,555.4420749,10558.14613,4265.62754,2,salaried,bachelor,south,low,15.2555683,11.66194518,69.08583205,0
60.58429396,29576.18037,614.202252,23349.63663,4297.461805,32,student,bachelor,south,medium,29.57618037,32.4437149,36.89528758,0
54.14504055,17768.49763,713.3655729,19888.21417,8797.362367,26,student,bachelor,south,low,17.76849763,10.50416838,36.60113968,0
57.11823952,20259.14711,,17332.10975,7774.312546,0,unemployed,high_school,east,medium,20.25914711,15.3353138,49.01587753,0
31.86541188,34330.58377,673.1732231,27082.05057,2372.18488,8,unemployed,bachelor,west,high,34.33058377,40.62639131,41.82341773,0
26.12474216,7005.048256,702.9467752,27032.11324,8432.908378,4,salaried,high_school,west,medium,7.005048256,1.657901339,47.44417859,0
36.49055696,48580.68947,746.673471,12428.07363,1683.729588,14,student,bachelor,east,low,48.58068947,56.04002645,51.08698647,0
38.66869895,23008.25433,623.2374245,18542.71533,6277.392123,8,salaried,master,west,low,23.00825433,30.38309906,35.19348441,0
51.13029822,17207.56021,705.676983,22249.69346,12688.07662,27,unemployed,high_school,north,low,17.20756021,24.56550811,52.28374306,0
18,20878.17236,628.1656926,17815.94602,7878.992233,12,salaried,high_school,east,medium,20.87817236,25.51515143,42.38838407,0
56.35460383,21535.49134,740.5377107,24680.17066,3244.174829,23,student,master,west,low,21.53549134,15.06952097,60.72165849,0
36.10390522,7795.323004,690.5982134,22249.53614,2286.041464,9,salaried,high_school,north,low,7.795323004,0.260175512,41.26446568,0
32.87742716,54012.07634,700.891627,34660.48992,877.5438828,21,salaried,high_school,west,medium,54.01207634,49.49397814,42.88749235,0
25.8547475,22579.44774,,7757.766913,3821.6277,21,salaried,bachelor,east,low,22.57944774,18.26915047,40.68787488,0
18.14171994,28732.9917,729.4922652,19020.51208,1221.489406,19,salaried,master,west,high,28.7329917,22.80712053,45.85699648,0
47.87804701,38984.90747,825.9299045,12731.97991,1580.493263,9,salaried,master,north,low,38.98490747,36.34517156,35.58773363,0
38.87981561,11935.85919,,24832.85964,1149.869066,9,student,master,north,low,11.93585919,16.02239322,55.22127326,1
22.5204692,29263.11533,656.2168695,7062.62488,2062.524782,25,student,bachelor,north,low,29.26311533,33.10309348,44.72754981,0
22.45905474,18758.74543,696.2125232,22770.50168,2914.998162,24,salaried,master,west,high,18.75874543,20.61241973,58.11884163,0
33.97058361,36609.47864,735.0484348,14959.61255,3710.38775,27,salaried,high_school,east,medium,36.60947864,36.26772745,50.58581581,0
58.0282583,6146.656459,640.83176,14126.70507,1843.819827,12,salaried,high_school,west,low,6.146656459,5.928177099,67.12209256,1
34.88490378,20755.01991,481.6878797,8428.014372,7012.341626,14,unemployed,high_school,south,medium,20.75501991,22.67548628,47.4186569,0
19.96228456,15341.35813,775.1432646,16279.39243,2523.585013,5,salaried,high_school,east,medium,15.34135813,13.28196149,46.42237879,0
35.05108323,28548.44565,733.2354284,28676.00424,1587.351294,11,,high_school,south,low,28.54844565,34.00610118,55.88560931,0
,29202.99386,557.9936729,19798.49053,3572.5461,18,,bachelor,west,medium,29.20299386,23.21370284,29.23597536,0
,14406.35148,637.4701846,25021.44334,14340.48976,31,salaried,bachelor,east,low,14.40635148,10.8102674,45.20285717,1
37.3484616,14367.09328,789.7727701,33317.13458,3897.647532,10,salaried,high_school,south,low,14.36709328,10.02627761,49.13099953,1
35.22878564,20611.4243,781.3457493,22110.04468,2229.907755,32,,bachelor,west,medium,20.6114243,23.31165873,57.24422248,0
46.35447638,12861.7705,745.7048016,15529.60342,878.3374991,1,salaried,bachelor,east,low,12.8617705,7.11778932,59.30381315,0
60.18747314,36504.47801,667.6721296,23738.01772,2501.060556,14,salaried,high_school,north,high,36.50447801,32.64917209,61.19105917,0
51.51878035,17649.7285,685.8091193,15645.63083,3597.313155,4,salaried,high_school,north,low,17.6497285,20.12461842,47.04941561,0
34.77333571,3849.917769,670.8351936,15964.61853,2186.23308,14,self_employed,high_school,north,medium,3.849917769,-0.417268718,42.63268297,1
24.7216891,17590.36813,758.9767848,7840.857603,786.5783133,9,salaried,high_school,south,low,17.59036813,22.1332688,50.58863591,0
68.88031764,11812.02911,618.6910315,27410.05993,1509.521041,16,salaried,master,south,high,11.81202911,16.12172383,47.33879536,1
38.71062121,8276.988808,623.5940242,16911.97939,9543.645017,33,,high_school,west,low,8.276988808,5.753256064,33.2509391,0
38.1671515,10483.35476,750.7192211,21456.78597,9388.124354,23,unemployed,high_school,north,high,10.48335476,11.33111794,51.63997496,0
37.71049895,23520.9098,676.8946981,11712.30457,1466.580332,9,self_employed,high_school,south,low,23.5209098,34.28803753,40.85083843,0
40.37701713,48882.97703,776.4927149,23487.58104,5106.172749,29,self_employed,master,north,medium,48.88297703,54.22100483,47.72225764,0
36.26767506,26579.90304,632.9941455,13904.47009,1161.121668,2,salaried,high_school,west,medium,26.57990304,29.58217799,47.11428517,0
31.11605592,15307.49669,,18866.33023,9167.803684,2,salaried,bachelor,east,medium,15.30749669,23.37285455,71.41547677,0
31.43769271,28956.28382,615.4310911,27022.60825,3627.099885,4,,high_school,south,low,28.95628382,24.71706161,58.9946663,0
37.60696076,16723.09227,680.5153877,26326.0745,6372.283738,27,salaried,master,south,high,16.72309227,23.33672196,56.4096069,0
31.47890275,14519.38277,576.5017144,19823.75942,755.9122683,13,self_employed,master,east,low,14.51938277,16.58782517,59.71969833,1
29.44585061,11019.06683,645.8656605,5854.951738,5126.147501,10,unemployed,bachelor,south,medium,11.01906683,18.52513222,46.53981209,0
39.27716273,7699.438753,579.4622295,43942.48456,2962.7132,7,unemployed,master,west,medium,7.699438753,5.242748702,37.5609149,1
34.94027339,17431.70191,728.5746263,33966.87176,5893.134196,7,salaried,bachelor,south,high,17.43170191,24.74280271,28.39095409,0
56.04791586,24217.53155,730.1612538,25781.3986,6197.45646,11,salaried,master,south,medium,24.21753155,15.99038684,55.40911858,0
18,20785.80951,,13974.36975,3142.040635,14,salaried,master,east,low,20.78580951,19.32206509,55.5397608,0
51.09808222,17161.43241,773.3720022,19091.26271,1843.34344,18,salaried,high_school,west,medium,17.16143241,18.86765421,42.40070758,0
52.95302231,12488.36093,850,15652.63656,5562.244238,27,unemployed,bachelor,north,low,12.48836093,16.02222754,43.62873273,0
18,31727.7736,683.2204471,30110.84751,2840.90062,6,salaried,phd,north,low,31.7277736,21.89589755,41.98907173,0
,9993.806679,635.1220018,22100.02313,1482.9254,6,unemployed,high_school,east,low,9.993806679,3.965201698,42.00889457,0
33.54270961,35088.07992,850,13726.68913,1427.783063,29,salaried,phd,west,high,35.08807992,30.37178791,44.95612211,0
21.10985966,12072.31132,587.6722051,16233.95921,914.4003241,17,salaried,bachelor,east,high,12.07231132,7.63545525,53.36093804,0
28.66619975,14024.18836,681.4074527,28969.50514,1981.812427,23,salaried,bachelor,east,low,14.02418836,10.55224485,60.62068741,1
24.67308985,9135.551924,692.5735591,32800.78277,7202.285152,5,self_employed,bachelor,north,medium,9.135551924,10.14191393,49.76277945,1
59.02724532,16303.88516,774.1603334,32226.65251,3436.689182,3,salaried,master,west,low,16.30388516,24.01122211,62.66354757,0
49.22814072,39544.7205,705.1817283,26056.25652,1951.172661,2,salaried,bachelor,west,low,39.5447205,38.45922878,73.71410713,0
53.25866114,30012.72847,645.0956273,17979.00105,5675.334314,5,salaried,high_school,east,low,30.01272847,38.34202262,53.99433042,0
46.66006477,39618.5716,,1000,1531.524162,25,salaried,bachelor,north,medium,39.6185716,40.83521848,49.38439222,1
24.45137875,30130.26802,656.0724726,22377.28019,3217.243511,10,salaried,phd,west,high,30.13026802,29.66201678,26.73737132,0
31.7057568,11359.36852,609.5150847,19985.36993,2581.938369,28,salaried,bachelor,east,low,11.35936852,16.81254011,56.04058006,0
43.87249473,18061.29384,683.3477724,21119.85677,5559.728196,19,self_employed,high_school,south,low,18.06129384,17.64190564,50.62484692,0
23.33446629,13792.50383,640.5062674,20431.17878,844.0547003,9,self_employed,high_school,north,low,13.79250383,10.15814608,50.87560944,1
46.55598116,48939.73599,,9389.902704,1509.965079,25,salaried,master,west,high,48.93973599,56.54898082,47.77270226,0
35.11609522,10742.11002,767.8602052,24459.26845,803.8425951,26,self_employed,high_school,west,low,10.74211002,10.76546357,45.65214071,0
33.50215031,37654.90914,645.1629234,25057.73051,2421.936298,13,salaried,bachelor,west,medium,37.65490914,47.36345814,40.00980685,0
46.53151962,37638.10782,,25458.71026,7856.857552,11,self_employed,high_school,north,high,37.63810782,36.61641463,58.07544329,0
43.33115974,66023.90293,668.2218606,27572.61603,1989.507167,22,salaried,high_school,east,low,66.02390293,60.68729966,22.91081269,0
33.66840601,17226.22213,,24832.41316,1981.189794,20,salaried,high_school,south,medium,17.22622213,13.72354577,54.43399179,1
51.91195764,33772.20128,557.7473292,16719.76471,5987.202414,7,salaried,high_school,west,low,33.77220128,31.09412028,34.84260267,0
25.02724007,86594.45842,703.2153367,19433.30522,7008.224359,8,student,master,north,high,86.59445842,87.84810681,62.79069191,0
45.39122728,15205.53817,606.6989702,20728.99894,2777.046262,23,salaried,high_school,west,low,15.20553817,11.53832244,46.6730519,0
45.1172151,8768.980688,,20861.59559,5155.255111,30,salaried,high_school,east,high,8.768980688,2.679669693,55.59461318,0
34.28544273,7129.482853,716.6772358,27985.74125,1259.45752,24,salaried,bachelor,south,high,7.129482853,5.657353096,51.91368445,0
41.91359627,33780.10225,652.0070007,25149.35002,8976.6269,16,salaried,master,west,medium,33.78010225,34.91308286,61.94682943,1
22.98663708,7116.062809,627.8382561,36618.74752,16630.02433,28,student,bachelor,north,medium,7.116062809,9.316884252,68.4497869,0
49.08832423,17616.80523,672.6522605,37651.75184,4523.189352,2,self_employed,high_school,east,medium,17.61680523,17.88505006,61.59393515,0
35.78117436,28635.08268,722.8953519,20637.19666,562.5807633,20,unemployed,high_school,south,low,28.63508268,36.038748,56.18629863,0
31.72732375,24614.85305,,1000,1907.246371,7,salaried,bachelor,north,low,24.61485305,25.41424143,47.16223235,0
50.58811071,28431.89674,664.7988835,29894.65973,4867.132615,13,salaried,master,west,low,28.43189674,18.08238516,54.85374015,0
29.54787571,25169.13984,684.0859204,15676.98929,2127.735616,15,self_employed,high_school,north,medium,25.16913984,26.92511605,60.28585734,0
21.09846444,47444.6709,637.7298748,13588.12863,8248.270685,17,self_employed,high_school,south,high,47.4446709,48.43057451,46.1397903,0
19.32044992,12439.22632,655.9755851,16812.4378,4772.023995,30,salaried,bachelor,east,high,12.43922632,16.3642036,50.6827874,0
45.27211942,14673.56592,533.9945293,16426.85563,1693.952101,10,self_employed,bachelor,east,medium,14.67356592,9.370135023,42.37551025,0
22.63484777,13855.03984,748.1608362,24898.15848,3058.903657,19,student,bachelor,west,medium,13.85503984,19.43938397,58.66940679,1
59.05753018,36247.11559,700.9158446,7524.513767,1458.16405,3,salaried,high_school,west,high,36.24711559,38.30668075,55.0131712,0
18,37806.60694,625.8580909,11378.23403,2575.842895,19,self_employed,high_school,west,high,37.80660694,39.24075522,37.29545117,0
58.35747642,28875.1081,812.9114487,22745.26843,1912.803809,30,salaried,high_school,west,medium,28.8751081,34.14496816,53.37906348,0
40.53220961,44805.94902,686.0911536,24983.55224,7629.742995,19,unemployed,high_school,south,low,44.80594902,51.49991238,48.04535634,0
36.83944266,10863.62661,607.46995,25132.33316,16200.69863,10,salaried,phd,west,medium,10.86362661,16.39111672,51.27176229,0
31.46097096,59894.17098,739.9716195,13703.70977,948.6589288,0,salaried,high_school,north,medium,59.89417098,49.36482643,42.99813309,0
42.78963337,54937.04504,707.8633752,12173.87481,639.9736291,17,salaried,bachelor,south,medium,54.93704504,48.92347891,63.17549483,0
37.54838357,34247.64898,707.620599,15946.92133,2450.04596,32,unemployed,bachelor,south,high,34.24764898,32.73371459,43.44941288,0
51.23962258,64156.41373,650.1971077,21918.98202,884.7166648,17,self_employed,high_school,west,high,64.15641373,59.49532742,71.25536678,0
39.37073178,8152.061144,711.5347007,31883.81895,3093.224282,30,,master,south,low,8.152061144,4.838546089,51.49754465,0
,80399.96587,661.6769197,3620.502514,5427.038624,34,self_employed,bachelor,north,low,16.07999317,16.14548083,47.06445958,0
33.63665345,14169.08735,718.9159016,18234.16994,9850.854856,14,self_employed,phd,south,low,14.16908735,12.10244108,54.48947367,0
37.31665252,33958.26652,546.6538882,9338.572472,3502.091523,5,salaried,high_school,south,low,33.95826652,34.51705693,53.09116324,1
41.69362123,11730.12451,649.6288576,6782.058581,2554.152692,7,salaried,high_school,north,low,11.73012451,18.7632773,69.79630324,0
18,173500.3685,800.5508568,27735.65316,612.3426839,21,self_employed,high_school,north,high,34.70007369,44.2976495,54.64640613,0
21.82177493,50127.33196,626.3052781,24356.9966,3044.062099,0,salaried,high_school,south,medium,50.12733196,52.99641856,31.4563165,0
46.91916913,33427.08372,637.7313192,23595.46813,3155.902565,12,salaried,bachelor,east,medium,33.42708372,40.77063592,43.65636571,0
40.05038526,26114.62064,648.6427063,27368.20672,4969.951952,23,student,master,south,low,26.11462064,24.64248334,58.10322284,0
